id,title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
W-02NBH6,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,754.000EUR
W-02NBH5,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,732.000EUR
W-02NBH4,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,786.000EUR
W-02NBH3,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,711.000EUR
W-02NBH2,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,683.000EUR
W-026DBR,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,699.000EUR
W-02NBH1,Luminoso piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,919.000EUR
W-02NBGZ,Luminoso piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,780.000EUR
W-02NBGY,Magnífico piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,799.000EUR
W-027402,Magnífico piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,88m²,2,2,,D,762.000EUR
W-02NBB8,Planata baja con jardín en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,94m²,2,3,Calefaccióncentralizada,E,679.000EUR
W-02C9UN,Planta baja con jardín en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,94m²,2,3,Calefaccióncentralizada,E,642.500EUR
W-02ILSH,Amplio piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,Calefaccióncentralizada,D,750.000EUR
W-0297T4,Amplio piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,92m²,2,3,Calefaccióncentralizada,E,826.000EUR
W-02AKLH,Magnífico apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,77m²,1,2,CorrienteEléctrica,E,679.050EUR
W-02N5WB,Fabuloso piso a reformar en Diagonal Balmes ,Sant Gervasi  Galvany ,Excelente,Necesitarenovaciones,1940,210m²,4,5,Gas,C,1.050.000EUR
W-02CRYU,Piso con vistas al mar en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,109m²,2,3,Calefaccióncentralizada,E,818.000EUR
W-02CNO5,Magnífico apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,85m²,2,2,CorrienteEléctrica,E,661.050EUR
W-02ILQB,Amplio piso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,109m²,2,3,CorrienteEléctrica,E,801.000EUR
W-02C9S2,Magnífico piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,CorrienteEléctrica,E,741.500EUR
W-029WLB,Magnífico piso en Diagonal mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,101m²,2,3,CorrienteEléctrica,E,661.000EUR
W-02NTM0,Piso reformado de 3dormitorios en finca regia ,Ciutat Vella  Gòtic ,,Excelente,1864,100m²,2,3,Bombadecalor,E,580.000EUR
W-02C9S6,Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,71m²,1,2,CorrienteEléctrica,E,603.000EUR
W-02HGFB,Apartamento muy luminoso en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,71m²,1,2,,E,615.150EUR
W-02HYRQ,Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,CorrienteEléctrica,E,569.000EUR
W-02CRYD,Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,,E,560.000EUR
W-02HGFN,Amplio piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,92m²,2,3,Calefaccióncentralizada,E,612.000EUR
W-02HYRO,Apartamento con vistas en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,87m²,1,2,,E,552.000EUR
W-02HYRJ,Luminoso apartamento en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2003,80m²,1,1,,E,457.650EUR
W-02NRMF,Muy buen piso para entrar a vivir en Balmes Galvany ,Sant Gervasi  Galvany ,Muybien,Bien,1969,110m²,2,3,Gas,E,608.000EUR
W-02MGJV,Lujoso apartamento en primera línea del mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2006,120m²,2,3,Bombadecalor,D,1.695.000EUR
W-02NPV4,Piso para entrar a vivir en Finca Regia Galvany ,Sant Gervasi  Galvany ,Muybien,,1925,179m²,3,4,Gas,E,995.000EUR
W-02NQXH,Práctico piso en Baix Guinardó ,Horta Guinardó  Baix Guinardó ,Muybien,Muybien,1952,60m²,1,2,Gas,,270.000EUR
W-02NN64,Interesante inversión en Born ,Ciutat Vella  Born-Ribera ,Muybien,Bien,1900,85m²,1,2,,D,340.000EUR
W-02MM9M,Fantástico piso a estrenar en Sants ,Sants - Montjuïc  SantS ,Excelente,Excelente,1979,84m²,2,3,,E,395.000EUR
W-02MM9I,Estupendo piso a estrenar en Can Mantega ,Sants - Montjuïc  SantS ,Excelente,Excelente,1922,74m²,1,2,CorrienteEléctrica,F,319.000EUR
W-02MR76,Magnifico piso con piscina en Sarrià ,Sarria  Sta. Amelia ,Excelente,Bien,1975,140m²,2,2,Gas,,1.095.000EUR
W-02KLSN,Bonito piso reformado en Raval Norte ,Ciutat Vella  raval ,Muybien,Muybien,1900,62m²,1,2,Gas,E,235.000EUR
W-02NDOL,Cómodo piso en Sarriá ,Sarria  Sta. Amelia ,Excelente,Muybien,2001,84m²,1,2,Bombadecalor,E,675.000EUR
W-02NNFV,Piso amplio en Santa Eulalia ,Hospitalet  Gran Via ,,,,80m²,1,3,,E,245.000EUR
W-02NIP1,Piso reformado cerca de Mandri ,Sant Gervasi  Bonanova ,Excelente,Excelente,1975,155m²,3,5,Gas,E,925.000EUR
W-02NJJG,Fantástica vivienda familiar en Sarriá ,Sarria  Casco Antiguo ,Muybien,Bien,1974,146m²,3,4,Gas,E,905.000EUR
W-02NBNG,Ático a refornar en Eixample Esquerra ,Eixample  Eixample Esquerra ,Bien,Necesitarenovaciones,1955,158m²,3,4,,E,670.000EUR
W-02NNTQ,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,106m²,2,2,BombadecalorCircuito,A,955.000EUR
W-02NNST,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,102m²,2,2,BombadecalorCircuito,A,920.000EUR
W-02NNSK,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,129m²,2,2,BombadecalorCircuito,A,1.200.000EUR
W-02NNSI,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,129m²,2,2,BombadecalorCircuito,A,1.140.000EUR
W-02NNS7,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,118m²,2,2,BombadecalorCircuito,A,1.045.000EUR
W-02NMX4,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,165m²,2,3,BombadecalorCircuito,A,2.315.000EUR
W-02E8I4,Exclusivo piso de obra nueva en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,2021,140m²,2,3,BombadecalorCircuito,A,1.355.000EUR
W-02NEZQ,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.916.400EUR
W-02NEX8,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.911.000EUR
W-02NER1,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.886.000EUR
W-02NEQ5,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.888.000EUR
W-02NEQ2,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,168m²,3,4,CorrienteEléctricaCircuito,A,1.819.500EUR
W-02NEQ1,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,167m²,3,4,CorrienteEléctricaCircuito,A,1.844.000EUR
W-02NEQ0,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,192m²,3,5,CorrienteEléctricaCircuito,A,2.277.000EUR
W-02NEPX,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,135m²,2,3,CorrienteEléctricaCircuito,A,1.323.680EUR
W-02NEOS,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.326.500EUR
W-02NEIG,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.355.500EUR
W-02NEHD,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.404.500EUR
W-02NEEZ,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.299.000EUR
W-02NEEP,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.396.000EUR
W-02NEDU,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,129m²,2,3,CorrienteEléctricaCircuito,A,1.274.400EUR
W-02NEDN,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,132m²,2,3,CorrienteEléctricaCircuito,A,1.462.000EUR
W-02NEA0,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,217m²,2,5,CorrienteEléctricaCircuito,A,2.481.000EUR
W-02NE3U,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.343.600EUR
W-02NE3K,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.467.000EUR
W-02NE0H,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.410.000EUR
W-02NDZ0,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,158m²,3,3,CorrienteEléctricaCircuito,A,1.378.000EUR
W-02NDJH,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,161m²,3,3,CorrienteEléctricaCircuito,A,1.344.240EUR
W-02NDFF,Planta baja de obra nueva y jardín en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,224m²,3,5,CorrienteEléctricaCircuito,A,2.296.500EUR
W-02ND95,Ático con gran terraza de obra nueva en Sarriá ,Sarria  Sarria ,Excelente,Excelente,2021,190m²,4,5,CorrienteEléctricaCircuito,A,2.315.500EUR
W-02NCUU,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,142m²,2,3,CorrienteEléctricaCircuito,A,1.335.500EUR
W-02MUDI,Vivienda de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2021,142m²,2,3,CorrienteEléctricaCircuito,A,1.295.000EUR
W-02MGY9,Práctica vivienda en el corazón de Passeig Maragall ,Sant Andreu ,Excelente,Muybien,1972,81m²,2,2,,E,310.000EUR
W-02N5IC,Piso exclusivo frente al mar en Port Forum ,Sant Adrià de Besòs ,,Excelente,2007,96m²,2,2,Central,E,445.000EUR
W-02NE5Z,Imponente piso en finca restaurada ,Ciutat Vella  raval ,Excelente,Excelente,1900,171m²,2,3,Central,E,780.000EUR
W-02NE5X,Espectacular piso en finca restaurada ,Ciutat Vella  raval ,Excelente,Excelente,1900,143m²,2,3,Central,E,730.000EUR
W-02NJZ4,Acogedor piso con excelentes vistas ,Hospitalet  Centre - Sant Josep ,Muybien,Bien,1976,75m²,1,3,Gas,E,230.000EUR
W-029J9C,Excelente propiedad en el corazón del Gótico ,Ciutat Vella  Gòtic ,,,,103m²,2,2,LongDistanceHeating,G,335.000EUR
W-02NF71,Piso en el centro de Mataró ,Maresme  Mataró ,,Excelente,2022,138m²,2,3,Central,C,520.000EUR
W-02NCX5,Piso en primera línea de mar  Pineda de Mar ,Maresme  PINEDA DE MAR ,Muybien,Bien,1976,117m²,1,3,Gas,,189.000EUR
W-02NGPM,Piso con Licencia Turística en Calella ,Maresme  Calella ,Excelente,Excelente,1957,60m²,1,2,,,230.000EUR
W-02NF79,Dúplex exclusivo en Sant Andreu de Llavaneres ,Maresme  Sant Andreu de Llavaneres ,,,2021,107m²,2,3,Central,C,330.000EUR
W-02KF1Z,Excelente piso para entrar a vivir en Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Excelente,1974,245m²,4,4,Gas,D,1.800.000EUR
W-02NJO4,Maravilloso piso alto cerca Boqueria ,Ciutat Vella  Gòtic ,Excelente,,1900,100m²,1,3,Bombadecalor,E,349.000EUR
W-02ND5E,Excepcional propiedad con terraza en Gràcia ,Gracia  Vila de Gracia ,Excelente,Necesitarestauración,1900,208m²,3,5,Gas,E,990.000EUR
W-02NJ6F,Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,48m²,1,1,nocentralizada,A+,427.250EUR
W-02NJ6E,Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,48m²,1,1,nocentralizada,A+,448.250EUR
W-02NJ6A,Exclusiva obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,66m²,2,2,nocentralizada,A+,598.250EUR
W-02NDEA,Lujoso piso en la Dreta de l'Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,2016,130m²,2,2,Gas,C,1.190.000EUR
W-0271MY,Magnífico apartamento en El Born ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,2009,55m²,1,1,CorrienteEléctricaSolar,F,350.000EUR
W-02NCFZ,Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,169m²,3,3,Pellets,A,1.675.000EUR
W-02NCFY,Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,169m²,3,3,Pellets,A,1.620.000EUR
W-02NCFU,Magnifica vivienda en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1871,168m²,3,3,Pellets,A,1.620.000EUR
W-02NFPA,Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2022,110m²,2,3,Sueloradiante,A,566.000EUR
W-02NFP1,Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,2022,108m²,2,3,Pellets,A,612.000EUR
W-02NFO1,Piso de obra nueva en Badalona ,Badalona  Front Marítim ,,Excelente,,119m²,2,3,Sueloradiante,A,482.000EUR
W-02N2Y6,Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,,108m²,2,3,Pellets,A,677.000EUR
W-02N2Y0,Piso de obra nueva en Badalona ,Badalona  Front Marítim ,Excelente,Excelente,,108m²,2,3,Sueloradiante,A,646.000EUR
W-02NF1V,Piso ideal para inversionistas  Mataró ,Maresme  Mataró ,Muybien,Muybien,1981,104m²,2,4,Gas,D,275.000EUR
W-02NGX7,Piso de obra nueva en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2021,64m²,1,2,BombadecalorGasSolar,B,361.000EUR
W-02NEUS,Precioso piso con balcón en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2022,67m²,1,2,BombadecalorGasSolar,B,362.000EUR
W-02L25I,Planta baja con terraza en Sants-Montjuïc ,Sants - Montjuïc  La Bordeta ,Excelente,Excelente,2021,116m²,3,3,BombadecalorGasSolar,B,476.000EUR
W-02KFCE,Parcela construible con vistas a Barcelona ,Sants - Montjuïc  Poble Sec ,,,,846m²,3,5,,,900.000EUR
W-02NAXU,Pis a reformar con cédula ,Sants - Montjuïc  Hostafrancs ,,Bien,1965,78m²,1,2,Bombadecalor,,275.000EUR
W-02NEJU,Encantador piso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2006,78m²,1,1,Central,C,770.000EUR
W-02I7GQ,Fantástico piso de diseño en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2006,80m²,2,2,Central,E,1.275.000EUR
W-02NBDP,Espectacular piso con terraza en casco antiguo ,Ciutat Vella  raval ,Excelente,Muybien,1950,298m²,3,4,BombadecalorGas,C,1.100.000EUR
W-02N6O9,Espectacular loft de obra nueva en La Barceloneta ,Ciutat Vella  Barceloneta ,Excelente,Excelente,2007,90m²,1,2,Gas,E,475.000EUR
W-02ND4L,Piso en Camí de la Serra zona muy tranquila ,Maresme  Mataró ,Muybien,Bien,1995,79m²,2,3,Gas,G,249.000EUR
W-02NB8O,Piso en La Catalana con garaje y trastero ,Sant Adrià de Besòs ,Excelente,Excelente,2017,122m²,2,3,Central,B,680.000EUR
W-02NF3J,Maravilloso piso dúplex en Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1975,220m²,3,4,Gas,E,1.060.000EUR
W-02MHNM,Piso domotizado con reforma de alta calidad ,Les Corts  Maternitat ,Excelente,Excelente,1969,151m²,2,3,Gas,,980.000EUR
W-02N925,Exclusiva propiedad modernista ,Bagés- Manresa  MANRESA ,Muybien,Muybien,1911,463m²,3,6,Gas,E,425.000EUR
W-02N9VW,Fantástico piso en primera línea de mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,132m²,2,4,Bombadecalor,C,1.480.000EUR
W-02N15Q,Piso fantástico con mucha luz en Camp d'en Grassot ,Gracia  Camp d'en Grassot ,Excelente,Excelente,2005,266m²,4,6,Gas,D,949.000EUR
W-02KCB1,Piso modernista a reformar en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,,1890,204m²,4,5,,E,1.200.000EUR
W-02LX5T,Piso con terraza a reformar en Doctor Dou ,Ciutat Vella  raval ,Muybien,Necesitarenovaciones,1900,123m²,2,3,,F,495.000EUR
W-02LNBB,Amplia y elegante vivienda en Turó Parc ,Sant Gervasi  Tres Torres ,Muybien,Bien,1974,245m²,5,4,Gas,,1.390.000EUR
W-02MHNO,Piso alto y luminoso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,163m²,4,3,BombadecalorGas,D,1.690.000EUR
W-02N8WY,Ático elegante y moderno en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,210m²,3,4,CorrienteEléctricaPellets,B,1.950.000EUR
W-02N7RF,Elegante vivienda con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,154m²,2,3,Pellets,B,995.000EUR
W-02N4MH,Bajos dúplex a reformar en Vila de Gràcia ,Gracia  Vila de Gracia ,,,,108m²,1,4,,E,340.000EUR
W-02MWZ2,Fantastica Planta Baja con gran jardin ,Hospitalet  Gran Via ,,Excelente,1930,100m²,2,2,Calefaccióncentralizada,,298.000EUR
W-02MHPK,Espectacular piso al lado del Museo ,Badalona  Centre ,Excelente,,,250m²,4,5,,F,760.000EUR
W-02N6OE,Piso reformado al lado de Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,145m²,4,3,Gas,E,1.300.000EUR
W-02M3AN,Espectacular piso con terraza y parking ,Sant Gervasi  Galvany ,Excelente,Excelente,1960,212m²,5,5,,,1.045.000EUR
W-02N1MG,Piso para inversión en Vila de Gràcia ,Gracia  Vila de Gracia ,Muybien,Bien,1900,72m²,1,3,,,310.000EUR
W-02MH53,Gran piso reformado en Turó Parc ,Sant Gervasi  Turo Parc ,,,1962,281m²,4,4,,E,2.300.000EUR
W-02N5LQ,Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,105m²,2,3,,F,410.000EUR
W-02N465,Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,105m²,2,3,,F,429.000EUR
W-02N1HY,Fantástico piso a reformar en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarestauración,1894,102m²,1,3,,F,450.000EUR
W-02N2VI,Encantador piso de obra nueva en Guinardó ,Horta Guinardó ,Muybien,Excelente,2021,79m²,1,2,BombadecalorPellets,B,354.000EUR
W-02MGG9,Fantástico ático en primera línea de mar ,Maresme  Vilassar de Mar ,Excelente,Muybien,1972,285m²,2,4,Gas,,850.000EUR
W-02MMB7,Piso fantástico en finca emblemática ,Sant Gervasi  Galvany ,Excelente,Necesitarenovaciones,1927,266m²,2,6,Gas,E,1.750.000EUR
W-02G0GH,Elegante vivienda con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Excelente,2021,223m²,3,3,Pellets,B,1.575.000EUR
W-02MKVI,Piso reformado en el corazón del Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,,98m²,2,2,,F,495.000EUR
W-027XZ2,Exclusivo piso de diseño en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Excelente,1972,390m²,5,5,Gas,E,2.450.000EUR
W-02MXQ6,Planta baja con jardín en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,,2021,216m²,3,3,Pellets,B,1.475.000EUR
W-02N1LR,Amplio piso de obra nueva en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2021,126m²,2,4,BombadecalorPellets,A,658.000EUR
W-02N1LP,Amplio piso de obra nueva en Poblenou ,SANT MARTIN  El Parc i La Llacuna del Poblenou ,Excelente,Excelente,2021,126m²,2,4,BombadecalorPellets,A,645.000EUR
W-02LF54,Piso impecable de 3 dormitorios en Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Excelente,1955,115m²,2,3,BombadecalorGas,E,480.000EUR
W-02MX01,Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,51m²,1,1,,D,275.000EUR
W-02MJ8F,Gran vivienda con sol y vistas en Ciutat Vella ,Ciutat Vella  Gòtic ,Excelente,Muybien,1870,195m²,2,4,Gas,E,740.000EUR
W-02JBT7,Fantástico piso con terraza en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Excelente,1968,214m²,3,2,CorrienteEléctrica,,950.000EUR
W-02N120,Piso amplio con gran terraza en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1968,172m²,2,4,Gas,E,795.000EUR
W-02L7IB,Amplio piso exterior frente Plaza Folguera ,Sant Gervasi  Putget ,Excelente,Necesitarenovaciones,1964,210m²,3,5,Gas,C,660.000EUR
W-02MRLA,Ático con gran terraza y parking en Eixample ,Eixample  Eixample Esquerra ,,,2000,201m²,2,2,,E,1.200.000EUR
W-02M1RS,Extraordinario piso con detalles modernistas ,Ciutat Vella  raval ,Excelente,Excelente,,173m²,2,3,,E,1.750.000EUR
W-02MUH2,Elegante propiedad para reformar en Tres Torres ,Sant Gervasi  Tres Torres ,Muybien,Necesitarestauración,1981,315m²,3,7,Bombadecalor,E,1.590.000EUR
W-02L4DF,Magnífica y elegante propiedad en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,,1968,479m²,5,5,Gas,E,3.200.000EUR
W-02MUTP,Loft esquinero con terraza cerca de Sant Antoni ,Ciutat Vella  raval ,,,,80m²,1,1,,E,195.000EUR
W-02MW6I,Silencioso loft con gran rentabilidad ,Ciutat Vella  Gòtic ,Muybien,Muybien,1998,68m²,1,1,Bombadecalor,E,310.000EUR
W-02MHPW,Amplio y elegante piso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1939,188m²,2,4,Gas,E,995.000EUR
W-02LE0H,Bonito piso reformado en Sant Gervasi ,Sant Gervasi  Putget ,Excelente,Muybien,1979,114m²,2,3,Gas,E,550.000EUR
W-02MMS0,Excepcional apartamento en Barceloneta ,Ciutat Vella  Barceloneta ,Excelente,Excelente,,103m²,1,2,Gas,E,550.000EUR
W-02MWS0,Impresionante Dúplex en venta en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Excelente,1910,470m²,3,3,,B,1.490.000EUR
W-02MKAE,Confortable piso próximo al Mercado Sant Antoni ,Ciutat Vella  raval ,Muybien,Muybien,1859,72m²,1,2,BombadecalorGas,E,288.000EUR
W-02MUZ4,Piso reformado en Eixample ,Eixample  Eixample Dreta ,Excelente,Necesitarenovaciones,1900,199m²,4,3,,,1.887.270EUR
W-02MSY8,Impresionante Dúplex en venta en Sant Antoni ,Eixample  Sant Antoni ,Excelente,Excelente,1910,470m²,3,3,,B,1.490.000EUR
W-02ML8J,Moderno y comodo piso en Av. Catalana ,Sant Adrià de Besòs ,Excelente,Excelente,2018,77m²,2,2,Central,A+,320.000EUR
W-02MDKA,Exclusivo piso con terraza-jardín en Bonanova ,Sant Gervasi  Bonanova ,Excelente,Excelente,1997,209m²,4,5,Gas,C,1.595.000EUR
W-02JZM5,Palacio en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Necesitarenovaciones,,646m²,2,3,,G,1.600.000EUR
W-02MBGA,Luminoso piso recién reformado ,Gracia  Vallcarca- Penitents ,,Excelente,1972,698m²,1,2,Central,E,350.000EUR
W-02MN13,Singular ático dúplex de obra nueva ,Sant Feliu De LLobregat ,Excelente,Excelente,2021,168m²,2,3,Pellets,A,825.000EUR
W-02MKJ3,Promoción con piscina cerca del Hospital Sant Joan de Deu ,Sant Just - Esplugues  Esplugues - Finestrelles ,Excelente,Excelente,2017,123m²,2,3,CorrienteEléctrica,A,881.400EUR
W-02MKIQ,Maravillosa obra nueva en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,2017,139m²,2,3,CorrienteEléctrica,A,1.019.000EUR
